,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
160,3802,Cerchiara - Plataci - Villapiana (anello),https://www.piste-ciclabili.com/itinerari/3802-cerchiara-plataci-villapiana-anello,61 km,strada,asfalto,26 %,1310 m,2
161,1696,Cerchiara Plataci Villapiana,https://www.piste-ciclabili.com/itinerari/1696-cerchiara-plataci-villapiana,54 km,strada,asfalto,28 %,1330 m,2
162,490,Ciclabile del Savuto,https://www.piste-ciclabili.com/itinerari/490-ciclabile-del-savuto,18 km,sentiero,misto,15 %,203 m,2
163,216,Cirella - Papasidero,https://www.piste-ciclabili.com/itinerari/216-cirella-papasidero,26 km,ciclostrada,asfalto,13 %,339 m,2
164,208,Cosenza - Castrolibero,https://www.piste-ciclabili.com/itinerari/208-cosenza-castrolibero,10 km,ciclostrada,asfalto,10 %,80 m,2
165,3116,Crotone: Palakrò - Piazza dei Lavoratori,https://www.piste-ciclabili.com/itinerari/3116-crotone-palakr-piazza-dei-lavoratori,4 km,ciclopedonale,misto,8 %,27 m,2
166,3117,Crotone: Piazza Delphi - Santa Rita,https://www.piste-ciclabili.com/itinerari/3117-crotone-piazza-delphi-santa-rita,1 km,ciclopedonale,misto,6 %,18 m,2
167,1964,Diga sul fiume Metramo,https://www.piste-ciclabili.com/itinerari/1964-diga-sul-fiume-metramo,38 km,strada,asfalto,0 %,0 m,2
168,1966,Ex statale Jonio - Tirreno,https://www.piste-ciclabili.com/itinerari/1966-ex-statale-jonio-tirreno,23 km,strada,asfalto,24 %,598 m,2
169,5015,Fiume Simeri - Colle del Sindaco,https://www.piste-ciclabili.com/itinerari/5015-fiume-simeri-colle-del-sindaco,8 km,sentiero,ghiaia,25 %,113 m,2
170,195,Lago Arvo (anello),https://www.piste-ciclabili.com/itinerari/195-lago-arvo-anello,25 km,ciclostrada,asfalto,18 %,95 m,2
171,3589,Le castella - Marinella di Cutro,https://www.piste-ciclabili.com/itinerari/3589-le-castella-marinella-di-cutro,55 km,ciclopedonale,asfalto,0 %,0 m,2
172,3158,Marina di Schiavone - Mirto,https://www.piste-ciclabili.com/itinerari/3158-marina-di-schiavone-mirto,64 km,strada,asfalto,28 %,459 m,2
173,3162,Marina di Schiavonea - Acri,https://www.piste-ciclabili.com/itinerari/3162-marina-di-schiavonea-acri,62 km,strada,asfalto,26 %,740 m,2
174,3174,Marina di Schiavonea - Conigliano Calabro - Rossano,https://www.piste-ciclabili.com/itinerari/3174-marina-di-schiavonea-conigliano-calabro-rossano,50 km,strada,asfalto,21 %,272 m,2
175,189,Paola - Amantea,https://www.piste-ciclabili.com/itinerari/189-paola-amantea,27 km,ciclostrada,asfalto,22 %,86 m,2
176,1150,Pietrapaola di sotto - Pietrapaola di sopra,https://www.piste-ciclabili.com/itinerari/1150-pietrapaola-di-sotto-pietrapaola-di-sopra,11 km,ciclostrada,asfalto,22 %,326 m,2
177,3191,Praia a Mare (CS),https://www.piste-ciclabili.com/itinerari/3191-praia-a-mare-cs,5 km,ciclopedonale,asfalto,0 %,3 m,2
178,1369,Praia di Mare,https://www.piste-ciclabili.com/itinerari/1369-praia-di-mare,4 km,sentiero,terra,0 %,2 m,2
179,3637,Rende - Anello Villaggio Europa,https://www.piste-ciclabili.com/itinerari/3637-rende-anello-villaggio-europa,1 km,ciclopedonale,asfalto,5 %,5 m,2
180,812,Roccella Ionica: Centro - Porto delle Grazie,https://www.piste-ciclabili.com/itinerari/812-roccella-ionica-centro-porto-delle-grazie,3 km,ciclopedonale,misto,3 %,8 m,2
181,3632,Roges - Commenda,https://www.piste-ciclabili.com/itinerari/3632-roges-commenda,3 km,ciclabile,asfalto,3 %,25 m,2
182,213,San Fili - Palazzello di Lattarico,https://www.piste-ciclabili.com/itinerari/213-san-fili-palazzello-di-lattarico,18 km,strada,asfalto,18 %,181 m,2
183,4788,San Lucido - Falconara Albanese (anello),https://www.piste-ciclabili.com/itinerari/4788-san-lucido-falconara-albanese-anello,25 km,strada,asfalto,23 %,664 m,2
184,4813,San Lucido - S. Francesco di Paola - Terme Luigiane,https://www.piste-ciclabili.com/itinerari/4813-san-lucido-s-francesco-di-paola-terme-luigiane,24 km,strada,asfalto,4 %,184 m,2
185,6222,Santa Maria del Cedro (CS),https://www.piste-ciclabili.com/itinerari/6222-santa-maria-del-cedro-cs,5 km,ciclopedonale,asfalto,0 %,0 m,2
186,445,Scalea,https://www.piste-ciclabili.com/itinerari/445-scalea,2 km,ciclopedonale,asfalto,0 %,2 m,2
187,3214,Schiavonea - Santuario di Santa Maria del Patire,https://www.piste-ciclabili.com/itinerari/3214-schiavonea-santuario-di-santa-maria-del-patire,22 km,strada,asfalto,28 %,601 m,2
188,6143,Siderno - Locri Tratto lungomare Siderno lato sud,https://www.piste-ciclabili.com/itinerari/6143-siderno-locri-tratto-lungomare-siderno-lato-sud,2 km,ciclopedonale,misto,0 %,0 m,2
189,6146,Siderno - Locri Tratto lungomare Siderno lato sud,https://www.piste-ciclabili.com/itinerari/6146-siderno-locri-tratto-lungomare-siderno-lato-sud,2 km,ciclopedonale,misto,0 %,0 m,2
190,5962,Soveria - Iunci (anello),https://www.piste-ciclabili.com/itinerari/5962-soveria-iunci-anello,7 km,strada,misto,0 %,180 m,2
191,198,Strada delle Vette: Botte Donato - M. Scuro,https://www.piste-ciclabili.com/itinerari/198-strada-delle-vette-botte-donato-m-scuro,13 km,ciclostrada,asfalto,15 %,264 m,2
192,4147,Tropea - Zungri (anello),https://www.piste-ciclabili.com/itinerari/4147-tropea-zungri-anello,39 km,strada,asfalto,26 %,625 m,2
193,197,Villaggio Mancuso - Buturo - Tirivolo,https://www.piste-ciclabili.com/itinerari/197-villaggio-mancuso-buturo-tirivolo,40 km,ciclostrada,misto,26 %,473 m,2
194,4783,Acerra - San Felice a Cancello,https://www.piste-ciclabili.com/itinerari/4783-acerra-san-felice-a-cancello,21 km,strada,asfalto,18 %,535 m,3
195,3543,Agropoli - Palinuro,https://www.piste-ciclabili.com/itinerari/3543-agropoli-palinuro,56 km,strada,asfalto,28 %,228 m,3
196,2751,Aversa: Via Roma - Via Chianca,https://www.piste-ciclabili.com/itinerari/2751-aversa-via-roma-via-chianca,2 km,ciclopedonale,asfalto,1 %,10 m,3
197,4791,Baia - Fusaro - Cuma,https://www.piste-ciclabili.com/itinerari/4791-baia-fusaro-cuma,6 km,strada,asfalto,4 %,30 m,3
198,4739,Baia - Lago d'Averno,https://www.piste-ciclabili.com/itinerari/4739-baia-lago-daverno,4 km,strada,asfalto,18 %,30 m,3
199,4769,Baia - Miseno,https://www.piste-ciclabili.com/itinerari/4769-baia-miseno,10 km,strada,misto,8 %,44 m,3
200,4784,Baia - Miseno - Bacoli,https://www.piste-ciclabili.com/itinerari/4784-baia-miseno-bacoli,13 km,strada,asfalto,7 %,44 m,3
201,181,Benevento - Vitulano,https://www.piste-ciclabili.com/itinerari/181-benevento-vitulano,7 km,ciclopedonale,asfalto,1 %,11 m,3
202,5823,Buccino: paese e centro storico,https://www.piste-ciclabili.com/itinerari/5823-buccino-paese-e-centro-storico,6 km,strada,asfalto,22 %,80 m,3
203,5833,Buccino: strada provinciale 10b,https://www.piste-ciclabili.com/itinerari/5833-buccino-strada-provinciale-10b,2 km,strada,asfalto,20 %,104 m,3
204,2690,Capaccio scalo - Agnone,https://www.piste-ciclabili.com/itinerari/2690-capaccio-scalo-agnone,70 km,ciclostrada,asfalto,28 %,437 m,3
205,170,Caserta (Reggia) - San Nicola La Strada,https://www.piste-ciclabili.com/itinerari/170-caserta-reggia-san-nicola-la-strada,2 km,ciclabile,asfalto,0 %,5 m,3
206,171,Caserta est - Macrico,https://www.piste-ciclabili.com/itinerari/171-caserta-est-macrico,5 km,ciclopedonale,asfalto,1 %,17 m,3
207,1143,Caserta: giro della Fagianeria,https://www.piste-ciclabili.com/itinerari/1143-caserta-giro-della-fagianeria,16 km,strada,asfalto,20 %,27 m,3
208,4992,Casoria - Cardito (Parco Taglia),https://www.piste-ciclabili.com/itinerari/4992-casoria-cardito-parco-taglia,5 km,strada,asfalto,2 %,40 m,3
209,4991,Casoria: anello 5 km circa,https://www.piste-ciclabili.com/itinerari/4991-casoria-anello-5-km-circa,6 km,strada,asfalto,5 %,22 m,3
210,3487,Castellammare - Capo Sorrento,https://www.piste-ciclabili.com/itinerari/3487-castellammare-capo-sorrento,21 km,strada,asfalto,28 %,200 m,3
211,4048,Castellammare - Conca dei marini,https://www.piste-ciclabili.com/itinerari/4048-castellammare-conca-dei-marini,15 km,strada,asfalto,28 %,683 m,3
212,2699,"Castellammare di Stabia - Marina di Stabia, Lungomare, Acqua della madonna",https://www.piste-ciclabili.com/itinerari/2699-castellammare-di-stabia-marina-di-stabia-lungomare-acqua-della-madonna,5 km,ciclopedonale,asfalto,0 %,0 m,3
213,3148,Cava de Tirreni - Avellino,https://www.piste-ciclabili.com/itinerari/3148-cava-de-tirreni-avellino,34 km,strada,asfalto,0 %,0 m,3
214,4136,Cava de Tirreni - Maiori - Dragonea,https://www.piste-ciclabili.com/itinerari/4136-cava-de-tirreni-maiori-dragonea,30 km,strada,asfalto,18 %,330 m,3
215,3222,Cava de tirreni - San Giovanni Rotondo,https://www.piste-ciclabili.com/itinerari/3222-cava-de-tirreni-san-giovanni-rotondo,190 km,strada,asfalto,28 %,670 m,3
216,4031,Cava de Tirreni - Serino - Giffoni Valle Piana (anello),https://www.piste-ciclabili.com/itinerari/4031-cava-de-tirreni-serino-giffoni-valle-piana-anello,83 km,strada,asfalto,28 %,962 m,3
217,3149,Cava de' Tirreni - Amalfi,https://www.piste-ciclabili.com/itinerari/3149-cava-de-tirreni-amalfi,25 km,strada,asfalto,0 %,0 m,3
218,3376,Cava de' Tirreni - Lauro,https://www.piste-ciclabili.com/itinerari/3376-cava-de-tirreni-lauro,40 km,strada,asfalto,12 %,191 m,3
219,3377,Cava de' Tirreni - Maiori - Ravello - Valico di Chiunzi (anello),https://www.piste-ciclabili.com/itinerari/3377-cava-de-tirreni-maiori-ravello-valico-di-chiunzi-anello,58 km,strada,asfalto,28 %,700 m,3
220,3372,Cava de' Tirreni - Maiori - Valico di Chiunzi (anello),https://www.piste-ciclabili.com/itinerari/3372-cava-de-tirreni-maiori-valico-di-chiunzi-anello,53 km,strada,asfalto,29 %,720 m,3
221,3385,Cava de' Tirreni - Mercato San Severino - Forino,https://www.piste-ciclabili.com/itinerari/3385-cava-de-tirreni-mercato-san-severino-forino,27 km,strada,asfalto,18 %,332 m,3
222,3401,Cava de'Tirreni - Forino - Lauro (anello),https://www.piste-ciclabili.com/itinerari/3401-cava-detirreni-forino-lauro-anello,17 km,strada,asfalto,0 %,0 m,3
223,1122,Cerignola - Bisaccia - Avellino,https://www.piste-ciclabili.com/itinerari/1122-cerignola-bisaccia-avellino,142 km,strada,asfalto,25 %,816 m,3
224,2797,Ciclopedonale Gli antichi tratturi della transumanza e le moderne fattorie del vento,https://www.piste-ciclabili.com/itinerari/2797-ciclopedonale-gli-antichi-tratturi-della-transumanza-e-le-moderne-fattorie-del-vento,25 km,ciclopedonale,misto,19 %,307 m,3
225,3231,Ciclovia del Volturno,https://www.piste-ciclabili.com/itinerari/3231-ciclovia-del-volturno,144 km,ciclabile,asfalto,28 %,572 m,3
226,5263,Conca dei Marini: discesa alla Grotta di Smeraldo,https://www.piste-ciclabili.com/itinerari/5263-conca-dei-marini-discesa-alla-grotta-di-smeraldo,4 km,ciclostrada,asfalto,28 %,220 m,3
227,3669,Ercolano - Vesuvio,https://www.piste-ciclabili.com/itinerari/3669-ercolano-vesuvio,4 km,strada,asfalto,25 %,656 m,3
228,5661,Faeto - Orsara di puglia,https://www.piste-ciclabili.com/itinerari/5661-faeto-orsara-di-puglia,15 km,sentiero,misto,12 %,297 m,3
229,3614,Giro del cilento,https://www.piste-ciclabili.com/itinerari/3614-giro-del-cilento,60 km,strada,asfalto,24 %,655 m,3
230,4509,Ischia: Forio - Sant'Angelo,https://www.piste-ciclabili.com/itinerari/4509-ischia-forio-santangelo,9 km,strada,asfalto,21 %,177 m,3
231,4215,Isola d'Ischia: giro panoramico (anello),https://www.piste-ciclabili.com/itinerari/4215-isola-dischia-giro-panoramico-anello,26 km,ciclostrada,asfalto,27 %,456 m,3
232,3042,Lago Patria - via Domitiana,https://www.piste-ciclabili.com/itinerari/3042-lago-patria-via-domitiana,23 km,strada,asfalto,5 %,28 m,3
233,6179,Lottizzazione Cercola,https://www.piste-ciclabili.com/itinerari/6179-lottizzazione-cercola,4 km,ciclabile,asfalto,0 %,0 m,3
234,2111,Marcianise: itinerario progetto ecoart,https://www.piste-ciclabili.com/itinerari/2111-marcianise-itinerario-progetto-ecoart,5 km,ciclabile,asfalto,2 %,8 m,3
235,3689,Marigliano (NA),https://www.piste-ciclabili.com/itinerari/3689-marigliano-na,1 km,ciclabile,asfalto,0 %,2 m,3
236,1786,Mondragone: ciclabile Fiumarella - Piazza del Popolo,https://www.piste-ciclabili.com/itinerari/1786-mondragone-ciclabile-fiumarella-piazza-del-popolo,2 km,ciclabile,asfalto,0 %,3 m,3
237,1753,Mondragone: ciclabile Fiumarella - Piazza del Popolo,https://www.piste-ciclabili.com/itinerari/1753-mondragone-ciclabile-fiumarella-piazza-del-popolo,2 km,ciclabile,asfalto,0 %,3 m,3
238,5304,Napoli - Pozzu,https://www.piste-ciclabili.com/itinerari/5304-napoli-pozzu,27 km,strada,asfalto,21 %,183 m,3
239,4909,Napoli Campi Flegrei - Posillipo - Vomero - Soccavo - Fuorigrotta,https://www.piste-ciclabili.com/itinerari/4909-napoli-campi-flegrei-posillipo-vomero-soccavo-fuorigrotta,20 km,strada,asfalto,15 %,183 m,3
240,3441,Napoli: Casoria - Afragola,https://www.piste-ciclabili.com/itinerari/3441-napoli-casoria-afragola,14 km,strada,asfalto,5 %,42 m,3
241,3440,Napoli: Casoria - Massa - Argine - Volla,https://www.piste-ciclabili.com/itinerari/3440-napoli-casoria-massa-argine-volla,29 km,strada,asfalto,5 %,106 m,3
242,3474,Napoli: Casoria - Mergellina - Ventaglieri,https://www.piste-ciclabili.com/itinerari/3474-napoli-casoria-mergellina-ventaglieri,30 km,strada,asfalto,23 %,98 m,3
243,3444,Napoli: Casoria - Miano - Melito - Aversa,https://www.piste-ciclabili.com/itinerari/3444-napoli-casoria-miano-melito-aversa,30 km,strada,asfalto,6 %,61 m,3
244,3439,Napoli: Casoria - Montesanto - Chiaia - Posillipo - Vomero (anello),https://www.piste-ciclabili.com/itinerari/3439-napoli-casoria-montesanto-chiaia-posillipo-vomero-anello,44 km,strada,asfalto,18 %,190 m,3
245,3438,Napoli: Casoria - Plebiscito - Lungomare - Posillipo - Dante - Cavour - Capodichino (anello),https://www.piste-ciclabili.com/itinerari/3438-napoli-casoria-plebiscito-lungomare-posillipo-dante-cavour-capodichino-anello,51 km,strada,asfalto,25 %,169 m,3
246,3509,Napoli: Casoria - Pozzuoli - Baia - Monte di Procida,https://www.piste-ciclabili.com/itinerari/3509-napoli-casoria-pozzuoli-baia-monte-di-procida,72 km,strada,asfalto,18 %,186 m,3
247,3431,Napoli: Casoria Gasperi - Stazione Casoria,https://www.piste-ciclabili.com/itinerari/3431-napoli-casoria-gasperi-stazione-casoria,2 km,strada,asfalto,15 %,24 m,3
248,3433,"Napoli: Casoria Gasperi - Stazione Casoria (Circumvesuviana den, Volla)",https://www.piste-ciclabili.com/itinerari/3433-napoli-casoria-gasperi-stazione-casoria-circumvesuviana-den-volla,6 km,strada,asfalto,9 %,71 m,3
249,3432,Napoli: Casoria Gasperi - Stazione Napoli Centrale Piazza Garibaldi,https://www.piste-ciclabili.com/itinerari/3432-napoli-casoria-gasperi-stazione-napoli-centrale-piazza-garibaldi,7 km,strada,asfalto,8 %,77 m,3
250,3416,Napoli: Casoria Gasperi-Real Bosco Capodimonte Miano,https://www.piste-ciclabili.com/itinerari/3416-napoli-casoria-gasperi-real-bosco-capodimonte-miano,6 km,strada,asfalto,13 %,55 m,3
251,2954,Napoli: centro Storico - lungomare,https://www.piste-ciclabili.com/itinerari/2954-napoli-centro-storico-lungomare,6 km,ciclostrada,asfalto,4 %,50 m,3
252,2958,Napoli: Posillipo - Centro Storico,https://www.piste-ciclabili.com/itinerari/2958-napoli-posillipo-centro-storico,9 km,ciclostrada,asfalto,29 %,167 m,3
253,1121,Nocera Inferiore - Maiori,https://www.piste-ciclabili.com/itinerari/1121-nocera-inferiore-maiori,23 km,strada,asfalto,27 %,642 m,3
254,1196,Palinuro - Passeggiata Saline,https://www.piste-ciclabili.com/itinerari/1196-palinuro-passeggiata-saline,2 km,ciclopedonale,misto,10 %,35 m,3
255,3656,Palinuro - Sapri,https://www.piste-ciclabili.com/itinerari/3656-palinuro-sapri,39 km,strada,asfalto,0 %,0 m,3
256,2280,Palinuro: Ciclabile del fiume Lambro,https://www.piste-ciclabili.com/itinerari/2280-palinuro-ciclabile-del-fiume-lambro,3 km,ciclopedonale,misto,22 %,42 m,3
257,5119,Palma campania - Domicella,https://www.piste-ciclabili.com/itinerari/5119-palma-campania-domicella,4 km,ciclostrada,asfalto,12 %,162 m,3
258,5433,Percorso MtB natura e paesaggio tratturello passaggio delle volpi e dei briganti ,https://www.piste-ciclabili.com/itinerari/5433-percorso-mtb-natura-e-paesaggio-tratturello-passaggio-delle-volpi-e-dei-briganti-,13 km,ciclabile,misto,17 %,250 m,3
259,609,Pomigliano - Casalnuovo,https://www.piste-ciclabili.com/itinerari/609-pomigliano-casalnuovo,3 km,ciclabile,asfalto,2 %,8 m,3
260,4579,Pomigliano - S. Anastasia - Somma Vesuviana,https://www.piste-ciclabili.com/itinerari/4579-pomigliano-s-anastasia-somma-vesuviana,6 km,strada,asfalto,4 %,53 m,3
261,3670,Pomigliano: circuito ad anello,https://www.piste-ciclabili.com/itinerari/3670-pomigliano-circuito-ad-anello,10 km,strada,asfalto,2 %,13 m,3
262,3489,Pompei FFSS - Salerno FFSS (costiera amalfitana),https://www.piste-ciclabili.com/itinerari/3489-pompei-ffss-salerno-ffss-costiera-amalfitana,51 km,strada,asfalto,28 %,310 m,3
263,1915,Ponte Tammaro SS 212-Reino - BN,https://www.piste-ciclabili.com/itinerari/1915-ponte-tammaro-ss-212-reino-bn,5 km,ciclopedonale,misto,5 %,92 m,3
264,4450,Pratola - Serra,https://www.piste-ciclabili.com/itinerari/4450-pratola-serra,6 km,strada,asfalto,14 %,321 m,3
265,3674,Procida - Salita della Terra Murata,https://www.piste-ciclabili.com/itinerari/3674-procida-salita-della-terra-murata,1 km,sentiero,asfalto,20 %,59 m,3
266,4157,Roccadaspide - Palinuro,https://www.piste-ciclabili.com/itinerari/4157-roccadaspide-palinuro,55 km,strada,asfalto,28 %,801 m,3
267,1639,Salerno - Agropoli,https://www.piste-ciclabili.com/itinerari/1639-salerno-agropoli,40 km,ciclabile,misto,11 %,17 m,3
268,1439,Salerno: Torrione - villa comunale,https://www.piste-ciclabili.com/itinerari/1439-salerno-torrione-villa-comunale,3 km,pedonale,misto,14 %,36 m,3
269,2593,Salita alternativa per Campitello Matese,https://www.piste-ciclabili.com/itinerari/2593-salita-alternativa-per-campitello-matese,57 km,strada,asfalto,26 %,1152 m,3
270,1902,San Giorgio a Cremano: la prima pista ciclabile,https://www.piste-ciclabili.com/itinerari/1902-san-giorgio-a-cremano-la-prima-pista-ciclabile,1 km,ciclopedonale,asfalto,3 %,13 m,3
271,57,Sant'Antimo,https://www.piste-ciclabili.com/itinerari/57-santantimo,7 km,strada a pi� corsie,asfalto,3 %,28 m,3
272,58,Sant'Antimo - Secondigliano - Napoli,https://www.piste-ciclabili.com/itinerari/58-santantimo-secondigliano-napoli,12 km,strada,asfalto,5 %,77 m,3
273,2542,Scafati - via lo porto,https://www.piste-ciclabili.com/itinerari/2542-scafati-via-lo-porto,4 km,strada,asfalto,1 %,4 m,3
274,5116,Schiava - Visciano,https://www.piste-ciclabili.com/itinerari/5116-schiava-visciano,5 km,strada,asfalto,28 %,226 m,3
275,2231,Sorrento - Amalfi,https://www.piste-ciclabili.com/itinerari/2231-sorrento-amalfi,28 km,strada,asfalto,28 %,310 m,3
276,3866,Terracina - Gaeta - Lago Patria - Napoli,https://www.piste-ciclabili.com/itinerari/3866-terracina-gaeta-lago-patria-napoli,146 km,ciclostrada,asfalto,18 %,182 m,3
277,3412,Valico di Chiunzi - Ravello,https://www.piste-ciclabili.com/itinerari/3412-valico-di-chiunzi-ravello,13 km,strada,asfalto,0 %,0 m,3
278,169,Via Appia - Ercole,https://www.piste-ciclabili.com/itinerari/169-via-appia-ercole,3 km,ciclostrada,asfalto,1 %,15 m,3
279,712,Abbazia di Pomposa - Torre Abate - Mesola,https://www.piste-ciclabili.com/itinerari/712-abbazia-di-pomposa-torre-abate-mesola,23 km,strada,asfalto,10 %,6 m,4
280,4604,Abetone: alle fonti dell'acquedotto,https://www.piste-ciclabili.com/itinerari/4604-abetone-alle-fonti-dellacquedotto,2 km,sentiero,misto,25 %,53 m,4
281,4615,Abetone: da Piazza Piramidi all'Alpino,https://www.piste-ciclabili.com/itinerari/4615-abetone-da-piazza-piramidi-allalpino,2 km,ciclostrada,asfalto,16 %,51 m,4
282,4605,Abetone: passeggiata intorno al Monte Maiori,https://www.piste-ciclabili.com/itinerari/4605-abetone-passeggiata-intorno-al-monte-maiori,5 km,sentiero,misto,27 %,148 m,4
283,3066,Alfonsine: anello due,https://www.piste-ciclabili.com/itinerari/3066-alfonsine-anello-due,54 km,ciclostrada,misto,2 %,8 m,4
284,3065,Alfonsine: anello uno,https://www.piste-ciclabili.com/itinerari/3065-alfonsine-anello-uno,67 km,ciclostrada,misto,5 %,13 m,4
285,4661,Alpicella del Cimone - le Valdare,https://www.piste-ciclabili.com/itinerari/4661-alpicella-del-cimone-le-valdare,3 km,sentiero,misto,0 %,197 m,4
286,3246,Altedo - Pegola,https://www.piste-ciclabili.com/itinerari/3246-altedo-pegola,4 km,ciclopedonale,asfalto,1 %,8 m,4
287,4070,Anello delle terre Verdiane,https://www.piste-ciclabili.com/itinerari/4070-anello-delle-terre-verdiane,67 km,ciclabile,misto,10 %,28 m,4
288,5258,Anello Farini - Bettola via Santa Franca,https://www.piste-ciclabili.com/itinerari/5258-anello-farini-bettola-via-santa-franca,36 km,ciclostrada,asfalto,21 %,939 m,4
289,5086,Anello ferriere - Rompeggio,https://www.piste-ciclabili.com/itinerari/5086-anello-ferriere-rompeggio,16 km,strada,asfalto,27 %,292 m,4
